id,type,name,params_len,argument_len,start_line,start_column,end_line,end_column,file_name
1,Program,,-1,-1,3,0,10,1,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
2,ExpressionStatement,,-1,-1,3,0,10,1,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
3,AssignmentExpression,,-1,-1,3,0,10,1,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
4,MemberExpression,,-1,-1,3,0,3,14,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
5,Identifier,module,-1,-1,3,0,3,6,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
6,Identifier,exports,-1,-1,3,7,3,14,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
7,ObjectExpression,,-1,-1,3,17,10,1,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
8,Property,,-1,-1,4,2,4,46,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
9,Identifier,extends,-1,-1,4,2,4,9,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
10,ArrayExpression,,-1,-1,4,11,4,46,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
11,Property,,-1,-1,5,2,9,3,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
12,Identifier,rules,-1,-1,5,2,5,7,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
13,ObjectExpression,,-1,-1,5,9,9,3,/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/node-semver/.commitlintrc.js
