1,2
2,3
3,4
3,5
5,6
1,7
7,8
8,9
1,10
10,11
11,12
12,4
12,13
11,9
14,15
15,16
16,17
16,18
18,19
19,20
18,17
14,21
21,22
22,23
14,24
24,25
25,26
26,27
26,28
25,23
14,29
29,30
30,31
30,32
32,17
32,23
32,33
33,34
34,35
33,36
36,37
32,38
38,39
38,40
38,41
41,42
42,43
43,44
44,27
44,28
43,40
14,45
45,46
46,47
47,27
47,28
48,49
49,50
50,51
50,52
52,53
53,54
52,51
48,55
55,56
56,57
48,58
58,59
59,60
60,61
60,62
59,57
48,63
63,64
64,65
64,66
66,51
66,57
66,67
67,68
68,69
66,70
70,71
70,72
70,73
73,74
74,75
75,76
76,61
76,62
75,72
48,77
77,78
78,79
79,61
79,62
