1,2
2,3
3,4
3,4
1,5
5,6
6,7
1,8
8,9
9,10
9,11
11,12
11,13
11,14
14,15
15,16
16,17
17,18
16,19
19,20
20,21
21,22
22,10
22,23
21,12
19,24
24,25
25,26
26,27
26,28
25,13
25,29
25,18
1,30
30,31
31,32
32,10
32,23
31,33
33,12
33,34
34,35
35,36
36,37
37,38
37,23
36,39
39,40
40,41
41,7
41,42
39,12
1,43
43,44
44,45
45,10
45,46
44,47
47,12
47,46
47,48
48,49
49,50
50,51
50,52
52,4
52,12
48,53
53,54
54,55
54,56
48,57
57,58
58,59
59,60
57,61
61,62
62,63
62,64
61,46
57,65
65,66
66,67
67,68
67,69
69,46
69,60
65,70
70,71
71,72
72,68
70,73
73,74
74,75
75,76
76,55
76,60
75,68
73,77
65,78
78,79
79,80
80,55
80,60
79,81
81,10
81,82
82,51
82,83
83,84
84,60
84,60
81,68
48,85
85,55
1,86
86,87
87,88
88,10
88,89
87,90
90,12
90,46
90,89
90,91
91,92
92,93
93,94
93,95
95,46
95,89
91,96
96,97
97,98
98,63
98,99
97,46
97,89
97,100
100,101
101,102
101,103
103,104
104,105
105,106
106,107
107,10
107,23
106,12
104,108
108,94
1,109
109,10
110,111
111,112
112,113
114,115
115,116
116,117
118,119
119,120
120,121
122,123
122,124
124,125
125,126
122,127
127,128
128,129
122,130
130,131
131,132
122,133
133,134
134,135
134,126
134,136
136,137
137,138
137,139
139,140
139,141
139,142
142,143
143,144
144,145
144,140
144,141
142,146
146,147
147,148
148,149
148,150
147,129
142,151
151,152
152,153
153,154
153,155
152,132
122,156
156,157
157,158
158,135
158,159
160,161
161,162
162,163
163,164
164,165
163,166
166,167
166,168
163,169
169,170
171,172
172,173
173,174
174,175
175,176
174,177
177,178
174,179
179,180
174,181
181,182
174,183
183,184
185,186
185,187
187,188
188,189
185,190
190,191
190,189
190,192
192,193
193,194
193,195
195,196
185,197
197,198
198,199
199,191
199,200
185,201
201,202
202,203
203,191
203,204
185,205
205,206
206,207
207,191
207,208
185,209
209,191
210,211
210,212
212,213
213,214
210,215
215,216
216,217
216,214
216,218
218,219
219,220
219,221
221,222
221,223
221,224
224,225
225,226
226,227
226,222
226,223
224,228
228,229
229,230
230,231
230,232
229,233
233,234
234,235
234,236
233,237
237,238
233,239
239,240
218,241
241,242
241,243
243,244
244,245
210,246
246,247
247,248
248,217
248,249
