1,2
1,5
1,8
1,109
1,33
1,10
1,23
1,47
1,46
1,90
1,89
2,3
3,4
3,4
5,6
6,7
8,10
8,11
11,12
11,13
11,15
15,16
16,17
16,24
16,21
17,18
21,12
21,10
21,23
24,25
25,13
25,18
25,27
25,28
33,12
33,36
36,38
36,23
36,40
36,12
40,7
40,42
47,12
47,46
47,49
47,53
47,57
47,85
49,51
49,52
52,4
52,12
53,55
53,56
57,58
57,61
57,66
57,70
57,81
57,55
57,60
58,60
61,46
61,63
61,64
66,68
66,46
66,60
70,72
70,77
70,68
70,55
70,60
72,68
81,10
81,82
81,68
82,51
82,83
83,60
85,55
90,12
90,46
90,89
90,92
90,97
92,94
92,46
92,89
97,46
97,89
97,100
97,63
97,99
100,102
100,103
103,108
103,106
106,12
106,10
106,23
108,94
109,10
110,111
111,113
114,115
115,117
118,119
119,121
122,124
122,127
122,130
122,133
122,135
122,159
124,125
125,126
127,128
128,129
130,131
131,132
133,134
134,135
134,126
134,136
136,137
137,138
137,139
139,140
139,141
139,144
139,147
139,152
144,145
144,140
144,141
147,129
147,150
152,132
152,155
160,161
161,162
162,163
163,165
163,167
163,168
163,170
171,172
172,173
173,174
174,176
174,178
174,180
174,182
174,184
185,187
185,190
185,209
185,191
185,200
185,204
185,208
187,188
188,189
190,191
190,189
190,192
192,193
193,194
193,195
209,191
210,212
210,215
210,217
210,249
212,213
213,214
215,216
216,217
216,214
216,218
218,219
218,241
219,220
219,221
221,222
221,223
221,226
221,229
226,227
226,222
226,223
229,233
229,232
233,235
233,236
233,238
233,240
241,242
241,243
243,245
