1,5
1,6
1,10
1,15
1,14
1,25
1,24
15,17
15,18
18,20
25,26
25,29
29,31
29,32
29,26
29,17
34,38
34,39
34,43
34,48
34,47
34,59
34,58
48,49
48,51
51,52
52,49
52,54
59,60
62,66
62,67
62,71
62,76
62,75
62,81
62,80
81,82
81,85
85,87
85,88
85,82
85,90
85,92
93,97
93,98
93,102
93,107
93,106
93,112
93,111
112,113
112,116
116,120
116,118
116,119
120,122
120,132
122,124
122,127
122,113
122,131
124,126
124,127
124,113
124,129
133,134
133,201
134,136
134,138
138,140
138,199
140,142
140,198
142,144
142,197
144,146
144,187
146,148
146,196
148,150
148,195
150,152
150,194
152,154
152,193
154,192
154,156
154,191
156,188
156,158
156,178
158,160
158,187
160,179
160,162
160,178
162,164
162,177
164,166
164,177
166,168
166,176
168,169
168,171
169,170
171,175
171,174
171,136
179,181
179,183
179,185
179,187
188,187
188,183
201,136
201,203
201,204
205,206
205,301
205,299
206,208
206,210
210,221
210,212
210,220
212,213
212,215
213,214
215,219
215,218
215,208
221,222
221,223
223,264
223,281
223,225
223,220
225,227
225,244
225,222
225,220
227,222
227,228
228,240
228,230
228,232
230,233
230,222
230,232
233,235
233,237
233,239
240,235
240,237
240,239
244,208
244,246
244,254
246,248
246,208
248,250
248,252
254,258
254,256
254,257
258,259
258,260
258,261
258,262
258,250
258,252
264,222
264,265
265,275
265,267
265,274
267,269
267,222
267,232
269,235
269,237
269,239
269,273
275,208
275,276
276,277
277,278
277,208
277,280
281,208
281,283
281,293
283,285
283,286
286,290
286,289
286,208
286,280
290,250
290,252
293,295
293,256
293,257
295,296
295,297
295,285
299,208
299,256
299,257
301,278
301,302
301,304
304,306
304,310
306,302
306,308
306,309
310,313
310,302
310,312
313,314
313,316
316,314
317,318
317,336
317,334
317,335
318,320
318,329
320,322
320,324
320,326
320,328
329,330
336,322
336,338
336,346
336,328
336,326
338,339
338,340
338,341
338,343
343,344
344,322
344,339
344,340
344,341
344,324
349,425
349,353
349,354
349,358
349,363
349,362
349,377
349,376
363,365
363,370
365,358
365,368
370,358
370,368
377,378
377,380
377,383
377,390
377,396
377,414
377,419
380,382
383,384
383,387
384,378
384,386
387,388
388,389
390,391
390,382
391,378
391,393
396,378
396,398
396,400
396,406
396,413
400,401
400,404
401,402
402,403
402,382
404,405
405,389
406,407
406,378
406,409
407,378
407,409
414,415
414,417
415,416
416,403
416,382
417,418
418,389
419,420
419,378
419,409
420,378
420,409
425,403
425,382
425,427
427,429
427,382
429,431
429,432
429,434
434,431
434,436
437,525
437,441
437,442
437,446
437,451
437,450
437,477
437,476
451,452
451,454
454,455
455,469
455,457
455,462
457,463
457,459
457,462
459,452
459,461
463,446
463,466
463,468
469,446
469,466
469,468
477,478
477,480
477,483
477,514
477,519
480,482
483,478
483,485
483,487
483,493
483,499
483,506
483,513
487,488
487,482
488,478
488,490
493,494
493,482
494,478
494,496
499,500
499,503
500,501
501,502
501,482
503,504
504,505
506,507
506,478
506,509
507,478
507,509
514,515
514,517
515,516
516,502
516,482
517,518
518,505
519,520
519,478
519,509
520,478
520,509
525,502
525,482
525,527
527,529
527,482
529,531
529,532
529,534
534,531
534,536
537,613
537,543
537,541
537,542
543,545
543,547
543,549
543,550
543,567
543,568
550,551
550,553
553,554
554,560
554,556
554,559
556,551
556,558
560,547
560,563
560,565
568,569
568,571
568,574
568,582
568,607
571,573
574,569
574,576
574,578
578,581
578,569
578,576
582,569
582,584
582,586
582,592
582,599
582,606
586,587
586,573
587,569
587,589
592,593
592,596
593,594
594,595
594,573
596,597
597,598
599,600
599,569
599,602
600,569
600,602
607,608
607,569
607,602
608,569
608,602
613,595
613,573
613,615
615,617
615,573
617,619
617,620
617,622
622,619
622,624
625,709
625,629
625,630
625,634
625,639
625,638
625,669
625,668
639,640
639,642
642,643
643,661
643,645
643,654
645,655
645,647
645,654
647,650
647,640
647,649
650,652
650,653
655,634
655,658
655,660
661,634
661,658
661,660
669,670
669,672
669,696
672,670
672,674
672,676
672,683
672,689
676,677
676,680
677,670
677,679
680,681
681,682
683,684
683,687
684,685
685,686
687,688
688,682
689,690
689,670
689,692
690,670
690,692
696,670
696,692
696,699
696,705
699,701
699,702
699,670
699,692
705,707
705,701
705,702
707,670
707,679
709,686
709,711
711,713
713,715
713,716
713,718
718,715
718,720
721,725
721,726
721,730
721,735
721,734
721,746
721,745
735,736
735,738
738,739
739,736
739,741
748,752
748,753
748,758
748,757
748,772
748,771
758,760
758,761
758,765
758,766
761,763
766,763
772,773
772,778
772,779
780,784
780,785
780,789
780,794
780,793
780,812
780,811
794,795
794,797
797,798
798,806
798,800
798,802
800,803
800,795
800,802
803,805
806,805
812,813
812,818
812,819
820,826
820,824
820,825
820,840
820,839
826,828
826,829
826,833
826,834
829,831
834,831
840,841
840,846
840,847
